qId,year,number,questionType,stem,modelAnswer,tags,status,imageRequired,imageUrls
Q_R5_10,R5,10,essay,"【問題10】
車両系建設機械による労働者の災害防止のため，労働安全衛生規則の定めにより事業者が実施す
べき具体的な安全対策を５つ，解答欄に記述しなさい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R5 問題10 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R5_11,R5,11,essay,"【問題　11】
下図のようなプレキャストボックスカルバートを施工する場合の施工手順が次の表に示されているが，施工手順①～④のうちから２つ選び，その番号，該当する工種名及び施工上の留意事項
（主要機械の操作及び安全管理に関するものは除く）について解答欄に記述しなさい。

施工手順
番号　工種名　施工上の留意事項
（主要機械の操作及び安全管理に関するものは除く）
準備工
↓
①
（バックホウ）
↓
砕石基礎工　地下水位に留意しドライワークとする。
↓
均しコンクリート工　沈下，滑動，不陸等が生じないようにする。
↓
敷モルタル工　凹凸のないように敷き詰める。
↓
②
（トラッククレーン）
↓
③
（ジャッキ）
↓
④
（タンパ）
↓
後片付け","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R5 問題11 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=17XPJcx8WAkul5qN7bcs2bY4Lg5Cf9A7h&sz=w2000""]"
Q_R6_01,R6,1,essay,"【問題1】あなたが経験した土木工事を1つ選び、工事概要を具体的に記述したうえで、次の〔設問1〕、〔設問2〕に答えなさい。
なお、あなたが経験した工事でないことが判明した場合は、失格となります。

〔工事概要〕
あなたが経験した土木工事に関し、次の事項について解答欄に明確に記述しなさい。
〔注意〕「経験した土木工事」は、あなたが工事請負者の技術者の場合は、あなたの所属会社が受注した工事内容について記述してください。例えば、あなたの所属会社が二次下請業者の場合は、発注者名は一次下請業者名となります。
なお、あなたの所属が発注機関の場合の発注者名は、所属機関名となります。
(1) 工事名
(2) 工事現場における施工管理上のあなたの立場
(3) 工事の内容
  1 発注者名
  2 工事場所
  3 工期
  4 主な工種
  5 施工量

〔設問1〕工事概要に記述した工事の「安全管理」に関し、次の事項について解答欄に具体的に記述しなさい。
ただし、交通誘導員の配置のみに関する記述は除く。
(1) 具体的な現場状況と特に留意した安全管理上の技術的課題と、その課題を解決するために検討した項目
(2) (1)で記述した検討項目の対応処置とその評価

〔設問2〕工事概要に記述した工事の「施工計画」の作成に関し、次の事項について解答欄に具体的に記述しなさい。
ただし、設問1と同一内容の解答は不可とする。
(1) 施工計画立案に先立ち行った現場の事前調査で判明した施工上の課題
(2) (1)で記述した課題について施工計画の作成にあたり反映した対応処置とその評価","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

この問題は経験記述を含む問題である。実際に担当した土木工事に置き換えて、次の骨子で答案を作る。

1. 工事概要
工事名、発注者名、工事場所、工期、主な工種、施工量、自分の立場を具体的に書く。

2. 技術的課題
現場条件から、安全管理、品質管理、工程管理、施工計画、土工・地盤上の課題を1つに絞る。

3. 検討項目
施工方法、使用機械、材料、手順、計測・確認方法、協力会社との調整を具体化する。

4. 対応処置と評価
実施内容、確認記録、是正措置、結果を事実ベースでまとめる。","記述式,必須問題",published,,
Q_R6_02,R6,2,essay,"【問題2】
墜落による危険を防止するためのネットの構造等の安全基準に関する次の文章中の
A〜Bに当てはまる適切な語句又は数値を解答欄に記述しなさい。
⑴ネットには見やすい箇所に，①製造者名，②製造年月，③仕立寸法，④網目，⑤新品時の網
糸のAが，表示されていること。
⑵網糸が規定するAを有しないネット，人体又はこれと同等以上の重さを有する落
D
下物によるを受けたネットは使用しないこと。
E
⑶ネットは，使用開始後年以内及びその後Fヶ月以内ごとに<回，定期に試験用
糸について等速H試験を行うこと。
⑷作業床等とネットの取付け位置とのB距離は，ネットが架設されたときにおける
ネットの短辺方向の長さとネットの長辺方向のネットの支持間隔との関係より，計算して得
た値以下とすること。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題2 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R6_03,R6,3,essay,"【問題 3】
発注者から直接建設工事を請け負った建設業者が，作成する施工体制台帳に関し，「建設業法
令」及び「公共工事の入札及び契約の適正化の促進に関する法律」で定められていることについ
て5つ解答欄に記述しなさい。
ただし，解答欄の（例）と同一内容は不可とする。また，施工体系図に関する解答も不可とする。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題3 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,必須問題,教師データ未整備",needs_model_answer,,
Q_R6_04,R6,4,essay,"【問題4】
暑中コンクリートの打込み時の留意点に関する次の文章中のA〜Bに当てはまる
適切な語句又は数値を解答欄に記述しなさい。
⑴暑中コンクリートでは，充塡性を確保するため打込み時の最小Aが満足できるよ
う，あらかじめコンクリートの経時変化を確認しておく。
⑵暑中コンクリートの練混ぜ開始から打込み終了までの時間はD時間以内であるこ
とを原則とする。
⑶暑中コンクリートでは，打継面や打ち込まれたコンクリート表面等は乾燥しやすく，打継
ぎ部や打重ね部におけるEの低下を招く可能性があるので，散水や覆い等により湿
潤状態を保つ必要がある。
⑷直射日光を受けて鋼製型枠，鉄筋等が非常に高温の状態になっている場合には，打ち込ま
れたコンクリートが急激にHすることがあるため，散水や覆い等によって高温にな
ることを防止する。
⑸暑中コンクリートの打込み時のコンクリート温度の上限は，B℃以下を標準とす
る。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題4 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R6_05,R6,5,essay,"【問題5】
土の締固めにおける試験及び品質管理に関する次の文章中のA〜Bに当てはまる適
切な語句を，解答欄に記述しなさい。
⑴土の締固めで最も重要な特性として，下図に示す締固めの含水比と密度の関係が挙げられ
る。これは締固め曲線と呼ばれ，ある一定のエネルギーにおいて最も効率よく土を密にする
ことができる含水比をAといい，その時の乾燥密度を最大乾燥密度という。
D
⑵締固め曲線は土質により異なり，一般にや砂では，最大乾燥密度が高く曲線が
鋭くなり，Eや粘性土では最大乾燥密度は低く曲線は平坦になりやすい。
⑶締固め品質の規定は，締め固めた土の性質の恒久性を確保すると共に，盛土に要求する
Hを確保するように設計で設定した盛土の所要力学特性を確保するためのものであり，
盛土材料や施工部位によって最も合理的な品質管理方法を用いる必要がある。
⑷品質管理の基準となる試験項目及び方法には，自然含水比試験，土粒子の密度試験，土の
締固め試験等があり，路体及び路床における試験の実施時期はB及び，材料が明ら
かに変化した場合に実施する。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題5 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=1hSdiIhJ47BjWZUNgDZ2aP0LC6PSH9l07&sz=w2000""]"
Q_R6_06,R6,6,essay,"【問題6】
移動式クレーン作業の安全管理上必要な労働災害防止対策に関して，クレーン等安全規則に定め
られている事業者が行う措置に関する次の文章中のA 〜B に当てはまる
適切な語句を解答欄に記述しなさい。
⑴移動式クレーンの転倒等による労働者の危険を防止するため，作業の方法，転倒を防止す
るための方法，作業に係る労働者の配置及び指揮の系統を定め，作業のAに関係労
働者に周知させなければならない。
⑵移動式クレーン明細書に記載されているジブのD（つり上げ荷重が三トン未満の
D
移動式クレーンにあっては，これを製造した者が指定したジブの）の範囲をこえて
使用してはならない。
⑶移動式クレーンの運転者及び玉掛けをする者が当該移動式クレーンのEを常時知
ることができるよう，表示その他の措置を講じなければならない。
⑷アウトリガー又は拡幅式のクローラを有する移動式クレーンを用いて作業を行うときは，
原則として当該アウトリガー又はクローラをHに張り出さなければならない。
BB
⑸原則として移動式クレーンの運転について一定のを定め，を行う者を
指名して，その者にBを行わせなければならない。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題6 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R6_07,R6,7,essay,"【問題7】
情報化施工におけるTS（トータルステーション）・GNSS（全球測位衛星システム）を用いた盛
土の締固め管理に関して，次の文章中のA〜Bに当てはまる適切な語句又は数値を
解答欄に記述しなさい。
⑴TS・GNSS を用いた盛土の締固め管理システムの適用にあたっては，地形条件や
A障害の有無等を事前に調査して，システムの適用可否を確認する。
⑵GNSS では，施工現場等の任意の地点又は座標既知点のいずれかで，使用衛星数が
D衛星以上，データ取得間隔< 秒で，10 秒間の座標観測を再初期化の上，@回行う。
⑶締固めの作業の実施前には，実際に使用する締固め機械の追尾用全周プリズム又はGNSS
アンテナの設置位置と，締め固める位置とのE量を実測し，システムへ入力する必
要がある。
⑷GNSS の場合は，捕捉される衛星の個数が多くても，衛星の配置が悪いと一時的に測位精度
が悪いFLOAT 解になることがある。この場合，FIX 解に回復するまで作業をHする。
⑸毎回の締固め終了後に，車載パソコンに記録された計測データ（ログファイル）を電子媒
B
体に保存し，管理局において締固め回数分布図と図を作成する。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題7 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(1),教師データ未整備",needs_model_answer,,
Q_R6_08,R6,8,essay,"【問題8】
下図の切梁式土留め支保工内の掘削にあたって，下記の項目①〜④から２つ選び，番号，
その留意点又は実施方法を，それぞれ解答欄に記述しなさい。
ただし，解答欄の（例）と同一内容は不可とする。
①掘削順序
②過掘りの防止
③場内排水
④漏水，出水時の処理","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題8 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備,図表必要",needs_model_answer,true,"[""https://drive.google.com/thumbnail?id=1QYoX1DG2Jm6uIOapJnQZetmIxANF9Xlu&sz=w2000""]"
Q_R6_09,R6,9,essay,"【問題9】
コンクリートを打ち重ねる場合に，コールドジョイントの発生を防止するための打込み又は締固め
における対策を２つ解答欄に記述しなさい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題9 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R6_10,R6,10,essay,"【問題 10】
労働安全衛生規則上，事業者が，強風，大雨，大雪等の悪天候若しくは中震（震度４）以上の
地震又は足場の組立て，一部解体若しくは変更の後において，足場（つり足場を除く。）における
作業を行うとき，点検者を指名して，作業を開始する前に点検させる事項について２つ解答欄に
記述しなさい。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題10 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R6_11,R6,11,essay,"【問題　１１】
建設工事に伴う騒音又は振動を防止するための具体的な対策又は調査について５つ解答欄に記述
しなさい。
ただし，騒音と振動の防止対策又は調査が同一内容のものは不可とする。","【解答例（参考）】
※この解答例は学習用の参考答案・採点観点です。公式解答ではありません。実際の受験指導や社内基準に合わせて調整してください。

R6 問題11 の記述答案は、設問で求められた個数を守り、次の形でまとめる。

採点観点:
- テーマ: 施工管理
- 施工条件、発生し得る不具合・災害、管理方法、確認記録、是正措置を具体的に書く。
- 理由又は効果を添え、単なる用語列挙にしない。
- 問題文で除外された事項や、同一内容の重複記述は避ける。","記述式,選択問題(2),教師データ未整備",needs_model_answer,,
Q_R7_01,R7,1,experience_essay,"【問題1】あなたが経験した土木工事を1つ選び、工事概要を具体的に記述したうえで、次の〔設問1〕、〔設問2〕に答えなさい。
なお、あなたが経験した工事でないことが判明した場合は、失格となります。

〔工事概要〕
あなたが経験した土木工事に関し、次の事項について解答欄に明確に記述しなさい。

〔注意〕
「経験した土木工事」は、あなたが工事請負者の技術者の場合、あなたの所属会社が受注した工事内容について記述してください。例えば、あなたの所属会社が二次下請業者の場合、発注者名は一次下請業者名となります。
なお、あなたの所属が発注機関の場合の発注者名は、所属機関名となります。

(1) 工事名
(2) 工事現場における施工管理上のあなたの立場
(3) 工事の内容
  1. 発注者名
  2. 工事場所
  3. 工期
  4. 主な工種
  5. 施工量

〔設問1〕
工事概要に記述した工事の「品質管理」に関し、次の事項について解答欄に具体的に記述しなさい。
(1) 具体的な現場状況と特に留意した品質管理上の技術的課題と、その課題を解決するために検討した項目
(2) (1)で記述した検討項目の対応処置とその評価

〔設問2〕
工事概要に記述した工事の「環境対策」に関し、次の事項について解答欄に具体的に記述しなさい。

〔環境対策の例〕
周辺環境対策: 周辺地域の生活環境への対策（騒音や振動、水質汚濁、土壌汚染等）
自然環境対策: 周辺地域の動植物等の生態系の保全対策
建設副産物等対策: 建設副産物の発生抑制や分別解体、再使用、再資源化、適正な処理、再利用、CO2排出量削減等の対策

(1) 施工に際し判明した、環境対策上の技術的課題と、その課題を解決するために検討した項目
(2) (1)で記述した検討項目の対応処置とその評価","【学習用参考答案】
    工事概要は、工事名、立場、発注者、場所、工期、主な工種、施工量を漏れなく書く。
設問1では、例として橋台躯体コンクリート工で、既設道路に近接し配筋が密で締固め不足が生じやすい現場状況を示し、ジャンカ・豆板を防ぐ品質管理を課題とする。検討項目は打込み区画、打込み順序、打重ね時間、バイブレータ配置、打込み高さ、予備機、人員配置とする。対応処置として打設計画を職長と共有し、受入れ試験後に連続打込みを行い、バイブレータを適切な間隔で挿入して締固め、打込み後に出来形・表面状態を確認する。評価は充填不良や有害なひび割れがなく、所定品質を確保できたと整理する。
設問2では、例として濁水流出や建設発生土搬出時の周辺環境への影響を課題とする。検討項目は沈砂設備、排水経路、濁度確認、車両洗浄、飛散防止、搬出時間帯とする。対応処置として沈砂槽・濁水処理を設け、排水を確認してから放流し、搬出車両のタイヤ洗浄とシート掛けを徹底する。評価は苦情や基準超過を防止できた、周辺環境への影響を抑制できたと結ぶ。

    【重要論点】
    工事概要の漏れ防止、品質管理の現場状況と技術的課題、検討項目、対応処置、評価、環境対策の課題と処置が対応していること。

    【キーワード】
    工事名、施工管理上の立場、施工量、品質管理、技術的課題、検討項目、対応処置、評価、環境対策、濁水、騒音振動、建設副産物

    【高得点化ポイント】
    課題・検討・処置・評価を同じ対象でつなげる。抽象語だけでなく、管理値、確認方法、職長への周知、記録、再確認を入れる。

    【よくある不足】
    工事概要の項目漏れ、品質課題と処置の不一致、環境対策が単なる一般論、評価が「良かった」だけで具体性がない。

    【AI採点観点】
    経験記述としての構造、品質管理の因果、環境対策の妥当性、施工管理者としての判断・周知・確認を採点する。","記述式,必須問題",published,,
Q_R7_02,R7,2,cloze_or_numeric,"【問題2】労働安全衛生法令上、一般的に所轄労働基準監督署長に届け出なければならない、建設物・機械等の設置、届に関する次の文章中の□の(イ)〜(ホ)に当てはまる適切な語句又は数値を解答欄に記述しなさい。

(1) つり足場、張出し足場以外の足場の設置において、高さが(イ)m以上となるときは（組立てから解体までの期間が60日未満は除外）、設置箇所、種類及び用途、(ロ)や材質及び主要寸法を明記し、図面は(ハ)及び配置図を添付して届け出る。
(2) 型枠支保工の設置において、支柱の高さが(ニ)m以上となるときは、打設しようとするコンクリート構造物の概要、(ロ)や材質及び主要寸法、設置期間を明記し、図面は(ハ)及び配置図を添付して届け出る。
(3) 架設(ホ)の設置において、高さ及び長さが(イ)m以上となるときは（組立てから解体までの期間が60日未満は除外）、設置箇所、(ロ)や材質及び主要寸法、設置期間を明記し、図面は平面図、側面図及び断面図を添付して届け出る。","【学習用参考答案】
    (イ) 10
(ロ) 構造
(ハ) 組立図
(ニ) 3.5
(ホ) 通路

    【重要論点】
    足場、型枠支保工、架設通路の届出要件を区別する。

    【キーワード】
    10m、構造、組立図、3.5m、通路、60日未満除外

    【高得点化ポイント】
    数値と語句を単独で正確に書く。単位付きでも意味が変わらなければよいが、答案欄では指定語句を簡潔に書く。

    【よくある不足】
    足場高さと型枠支保工高さの数値混同、通路を足場と書く誤り。

    【AI採点観点】
    正答キーに基づき各空欄を採点する。","記述式,必須問題",published,,
Q_R7_03,R7,3,technical_short_answer,"【問題3】労働安全衛生規則に定められている、事業者が行わなければならない墜落等による危険の防止に関する措置を2つ解答欄に記述しなさい。
ただし、解答欄の（例）と同一内容は不可とする。","【学習用参考答案】
    例1: 高さ2m以上の作業床の端部や開口部には、丈夫な手すり、囲い、覆い等を設け、墜落を防止する。
例2: 手すり等を設けることが著しく困難な箇所では、防網を張り、又は要求性能墜落制止用器具を安全に取り付ける設備を設ける。
別例: 高さ1.5mを超える箇所で作業を行う場合は、安全な昇降設備を設ける。

    【重要論点】
    墜落・転落防止措置を2つ、事業者が行う措置として書く。例と同一内容は避ける。

    【キーワード】
    作業床、端部、開口部、手すり、囲い、覆い、防網、親綱、昇降設備、照度、立入禁止

    【高得点化ポイント】
    「誰が何を設けるか」「どの危険を防ぐか」を明確に書く。

    【よくある不足】
    保護具の着用だけに寄る、労働者任せの表現、例と同じ内容を書く。

    【AI採点観点】
    法令上の措置としての具体性、2項目の独立性、墜落等危険防止との対応を採点する。","記述式,必須問題",published,,
Q_R7_04,R7,4,cloze_or_numeric,"【問題4】軟弱地盤における盛土施工の留意点に関する次の文章中の□の(イ)〜(ホ)に当てはまる適切な語句を解答欄に記述しなさい。

(1) 軟弱地盤上の盛土では、盛土中央付近の沈下量が法肩部付近に比較して大きいので、盛土施工中はできるだけ施工面に4〜5％程度の(イ)勾配をつけて、表面を平滑に仕上げ、雨水の(ロ)を防止する。
(2) 軟弱地盤においては、(ハ)移動や沈下によって丁張りが移動や傾斜したりすることがあるので、盛土施工の途中で盛土形状や寸法のチェックを忘れてはならない。
(3) 盛土荷重によって軟弱地盤が沈下するので、沈下量の大きい区間では、法面勾配を計画勾配で仕上げると、沈下によって盛土天端の幅員が不足し、(ニ)盛土が必要となることが多い。このため、供用後の沈下をあらかじめ見込んだ勾配で仕上げ、余裕幅を設けて施工することが望ましい。
(4) 軟弱地盤における土工構造物の施工及び軟弱地盤対策工の実施においては、沈下管理や安定管理のための(ホ)を実施し、得られた計測情報に基づいた評価を行って、その結果を次の施工にフィードバックすることが必要である。","【学習用参考答案】
    (イ) 横断
(ロ) 浸透
(ハ) 側方
(ニ) 腹付け
(ホ) 動態観測

    【重要論点】
    軟弱地盤の盛土では排水、側方移動、沈下、余盛り、計測管理を関連づける。

    【キーワード】
    横断勾配、雨水浸透、側方移動、腹付け盛土、動態観測、沈下管理、安定管理

    【高得点化ポイント】
    語句だけでなく、復習時はなぜその語句になるかを説明できるようにする。

    【よくある不足】
    横断と縦断の混同、浸透を滞水とする誤り、動態観測を単なる測量と書く誤り。

    【AI採点観点】
    正答キーに基づき各空欄を採点する。","記述式,選択問題(1)",published,,
Q_R7_05,R7,5,cloze_or_numeric,"【問題5】鉄筋の加工・組立に関する品質管理と検査に関する次の文章中の□の(イ)〜(ホ)に当てはまる適切な語句を解答欄に記述しなさい。

(1) 柱・梁とスラブ等の部材接合部においては鉄筋が錯綜するため、部材ごとの加工組立図だけでは実際の組立状態が把握できないこともある。このため、(イ)を活用し鉄筋の組立が可能かどうか事前に確認しておくことが望ましい。
(2) 鉄筋の加工や組立において(ロ)を加えることは材質の著しい低下につながるので、特に疲労が問題となるような構造物、部材では避ける必要がある。
(3) 鉄筋の(ハ)を正しく保つために、本体コンクリートと同等以上の品質を有するモルタル製あるいはコンクリート製等のスペーサを必要な間隔に配置しなければならない。
(4) 組み立てた鉄筋の一部が長時間大気にさらされる場合には、鉄筋の(ニ)処理を行うか、シート等による保護を行うものとする。
(5) ガス圧接継手で正常に接合されていることを確認する方法には、外観検査と(ホ)探傷検査がある。","【学習用参考答案】
    (イ) 3次元データ
(ロ) 熱
(ハ) かぶり
(ニ) 防錆
(ホ) 超音波

    【重要論点】
    鉄筋錯綜部の事前確認、加熱による材質低下、かぶり確保、防錆、ガス圧接検査を押さえる。

    【キーワード】
    3次元データ、熱、かぶり、スペーサ、防錆、超音波探傷検査

    【高得点化ポイント】
    漢字・用語を正確に。特に「かぶり」と「超音波探傷検査」はセットで覚える。

    【よくある不足】
    3D図面を施工図だけにする、熱加工の影響を書けない、防錆を防食と曖昧にする。

    【AI採点観点】
    正答キーに基づき各空欄を採点する。","記述式,選択問題(1)",published,,
Q_R7_06,R7,6,cloze_or_numeric,"【問題6】地下埋設物に近接した箇所で施工するにあたって、現場で実施する具体的な対策について、次の文章中の□の(イ)〜(ホ)に当てはまる適切な語句を解答欄に記述しなさい。

(1) 埋設物が予想される場所で施工するときは、施工に先立ち、(イ)と照らし合わせて位置（平面・深さ）を確認した上で細心の注意のもとで(ロ)を行い、その埋設物の種類、位置、規格、構造等を原則として目視により確認すること。
(2) 掘削影響範囲に埋設物があることがわかった場合は、埋設物の位置、物件の名称、保安上の必要事項、管理者の連絡先等を記載した(ハ)を取付ける等、工事関係者に確実に伝達すること。
(3) 工事施工中において、管理者の不明な埋設物を発見した場合、埋設物に関する調査を再度行って管理者を確認し、当該管理者の(ニ)を求め、安全を確認した後に措置すること。
(4) 掘削断面内に移設できない地下埋設物がある場合は、(ロ)段階から本体工事の埋戻・路面復旧の段階までの間、適切に埋設物を(ホ)し、維持管理すること。","【学習用参考答案】
    (イ) 台帳
(ロ) 試掘
(ハ) 表示板
(ニ) 立会い
(ホ) 防護

    【重要論点】
    地下埋設物は、台帳確認、試掘、表示、管理者立会い、防護の流れで考える。

    【キーワード】
    台帳、試掘、表示板、管理者、立会い、防護、維持管理

    【高得点化ポイント】
    施工前確認から埋戻しまでの一連の管理として理解する。

    【よくある不足】
    調査だけで試掘を書かない、表示板と標識の混同、管理者不明時の立会いを落とす。

    【AI採点観点】
    正答キーに基づき各空欄を採点する。","記述式,選択問題(1)",published,,
Q_R7_07,R7,7,cloze_or_numeric,"【問題7】土木工事の施工計画作成時に留意すべき事項について、次の文章中の(イ)〜(ホ)に当てはまる適切な語句を解答欄に記述しなさい。

(1) 施工計画は、設計図書及び事前(イ)の結果に基づいて検討し、施工方法、工程、安全対策、環境対策等必要な事項を立案すること。
(2) 関係機関等との(ロ)、調整が必要となる工事では、その内容は一般的に計画立案の(ハ)条件となるのでよく把握すること。
(3) 特に都市内の工事にあっては、労働災害防止のほかに(ニ)災害防止上の安全確保に十分留意すること。
(4) 現場における組織編成及び業務分担、(ホ)系統が明確なものであること、また、災害等非常時の連絡系統も明記しておくこと。","【学習用参考答案】
    (イ) 調査
(ロ) 協議
(ハ) 制約
(ニ) 公衆
(ホ) 指揮命令

    【重要論点】
    施工計画は事前調査、関係機関協議、制約条件、公衆災害防止、指揮命令系統で組み立てる。

    【キーワード】
    事前調査、協議、制約条件、公衆災害、指揮命令系統、非常時連絡系統

    【高得点化ポイント】
    施工計画の目的を「安全・工程・環境・品質を事前に具体化すること」として理解する。

    【よくある不足】
    制約条件を前提条件だけにする、公衆災害を労働災害と混同する。

    【AI採点観点】
    正答キーに基づき各空欄を採点する。","記述式,選択問題(1)",published,,
Q_R7_08,R7,8,technical_short_answer,"【問題8】コンクリートの打継目に関する次の2項目について、施工上の留意点をそれぞれ1つずつ解答欄に記述しなさい。
ただし、解答欄の（例）と同一内容は不可とする。

1. 打継目の位置を決める際の留意点
2. 水平打継目の処理の留意点","【学習用参考答案】
    1. 打継目の位置は、構造物のせん断力が小さい位置とし、部材の圧縮力の作用方向に直角となるように設ける。
2. 水平打継目は、既設コンクリート表面のレイタンスや脆弱部を除去し、表面を粗にして清掃・湿潤状態を確保してから次のコンクリートを打ち込む。

    【重要論点】
    位置の考え方と処理方法を分けて書く。

    【キーワード】
    打継目、せん断力、圧縮力、直角、レイタンス除去、目荒し、清掃、湿潤

    【高得点化ポイント】
    「なぜその位置か」「なぜその処理か」を添えると強い。

    【よくある不足】
    位置の話と処理の話が混ざる、単に「きれいにする」だけで具体性がない。

    【AI採点観点】
    2項目の対応、施工上の具体性、品質不良防止の因果を採点する。","記述式,選択問題(2)",published,,
